label,new_name,original_mode,original_size,status,error,source_path,output_path
ai,ai_003621.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plant_vase.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003621.jpg
ai,ai_003622.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plants_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003622.jpg
ai,ai_003623.jpg,RGB,427x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plasma_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003623.jpg
ai,ai_003624.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plate_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003624.jpg
ai,ai_003625.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_play_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003625.jpg
ai,ai_003626.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_player_nfl.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003626.jpg
ai,ai_003627.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_players_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003627.jpg
ai,ai_003628.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_playroom_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003628.jpg
ai,ai_003629.jpg,RGB,640x381,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plesiosaur_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003629.jpg
ai,ai_003630.jpg,RGB,640x479,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plumbing_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003630.jpg
ai,ai_003631.jpg,RGB,480x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_plums_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003631.jpg
ai,ai_003632.jpg,RGB,640x584,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pocketwatch_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003632.jpg
ai,ai_003633.jpg,RGB,640x479,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pod_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003633.jpg
ai,ai_003634.jpg,RGB,640x424,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_podcast_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003634.jpg
ai,ai_003635.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_podium_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003635.jpg
ai,ai_003636.jpg,RGB,640x479,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pods_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003636.jpg
ai,ai_003637.jpg,RGB,384x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poet_poe.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003637.jpg
ai,ai_003638.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poetry_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003638.jpg
ai,ai_003639.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poinsettia_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003639.jpg
ai,ai_003640.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pokemon_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003640.jpg
ai,ai_003641.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poker_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003641.jpg
ai,ai_003642.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poker_game_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003642.jpg
ai,ai_003643.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_polar_bear_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003643.jpg
ai,ai_003644.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_police_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003644.jpg
ai,ai_003645.jpg,P,1280x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_police_car.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003645.jpg
ai,ai_003646.jpg,RGB,384x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_police_cat.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003646.jpg
ai,ai_003647.jpg,RGBA,461x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_police_dog_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003647.jpg
ai,ai_003648.jpg,RGB,359x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_policeman_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003648.jpg
ai,ai_003649.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_policewoman_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003649.jpg
ai,ai_003650.jpg,RGB,360x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_polka_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003650.jpg
ai,ai_003651.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pollination_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003651.jpg
ai,ai_003652.jpg,RGB,640x480,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pollution_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003652.jpg
ai,ai_003653.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pomegranate_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003653.jpg
ai,ai_003654.jpg,RGB,465x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pond_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003654.jpg
ai,ai_003655.jpg,RGB,492x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pond_lotus.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003655.jpg
ai,ai_003656.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pony_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003656.jpg
ai,ai_003657.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poodle_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003657.jpg
ai,ai_003658.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poodle_do.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003658.jpg
ai,ai_003659.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pool_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003659.jpg
ai,ai_003660.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poor_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003660.jpg
ai,ai_003661.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pop_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003661.jpg
ai,ai_003662.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_popcorn_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003662.jpg
ai,ai_003663.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pope_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003663.jpg
ai,ai_003664.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poppies_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003664.jpg
ai,ai_003665.jpg,RGB,427x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poppy_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003665.jpg
ai,ai_003666.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_popsicle_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003666.jpg
ai,ai_003667.jpg,RGB,640x482,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_porcupine_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003667.jpg
ai,ai_003668.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pork_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003668.jpg
ai,ai_003669.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pork_belly_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003669.jpg
ai,ai_003670.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pork_meal.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003670.jpg
ai,ai_003671.jpg,RGB,640x267,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_porsche_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003671.jpg
ai,ai_003672.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_port_boat.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003672.jpg
ai,ai_003673.jpg,RGB,640x362,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_port_city.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003673.jpg
ai,ai_003674.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_port_coast.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003674.jpg
ai,ai_003675.jpg,RGB,640x360,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_portal_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003675.jpg
ai,ai_003676.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_portrait_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003676.jpg
ai,ai_003677.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_poseidon_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003677.jpg
ai,ai_003678.jpg,RGB,1280x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_postcard_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003678.jpg
ai,ai_003679.jpg,RGB,392x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_postman_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003679.jpg
ai,ai_003680.jpg,RGB,1024x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pot_coffee.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003680.jpg
ai,ai_003681.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pot_gold.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003681.jpg
ai,ai_003682.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pot_of_gold_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003682.jpg
ai,ai_003683.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_potato_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003683.jpg
ai,ai_003684.jpg,RGB,438x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pothos_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003684.jpg
ai,ai_003685.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_potion_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003685.jpg
ai,ai_003686.jpg,RGB,498x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_potions_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003686.jpg
ai,ai_003687.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_prairie_dog_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003687.jpg
ai,ai_003688.jpg,RGB,1280x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_praise_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003688.jpg
ai,ai_003689.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pray_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003689.jpg
ai,ai_003690.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_prayer_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003690.jpg
ai,ai_003691.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_prayer_man.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003691.jpg
ai,ai_003692.jpg,P,640x577,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_praying_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003692.jpg
ai,ai_003693.jpg,RGB,640x480,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_predator_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003693.jpg
ai,ai_003694.jpg,RGB,498x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pregnant_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003694.jpg
ai,ai_003695.jpg,RGB,640x339,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_presents_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003695.jpg
ai,ai_003696.jpg,RGB,639x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pretty_girl_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003696.jpg
ai,ai_003697.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pretzel_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003697.jpg
ai,ai_003698.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pride_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003698.jpg
ai,ai_003699.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_priest_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003699.jpg
ai,ai_003700.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_priest_old.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003700.jpg
ai,ai_003701.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_priestess_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003701.jpg
ai,ai_003702.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_priests_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003702.jpg
ai,ai_003703.jpg,RGB,533x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_primitive_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003703.jpg
ai,ai_003704.jpg,RGB,462x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_prince_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003704.jpg
ai,ai_003705.jpg,RGB,853x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_princess_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003705.jpg
ai,ai_003706.jpg,RGB,361x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_prison_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003706.jpg
ai,ai_003707.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_procession_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003707.jpg
ai,ai_003708.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_producer_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003708.jpg
ai,ai_003709.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_product_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003709.jpg
ai,ai_003710.jpg,RGB,602x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_product_tag_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003710.jpg
ai,ai_003711.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_programmer_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003711.jpg
ai,ai_003712.jpg,RGBA,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_protea_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003712.jpg
ai,ai_003713.jpg,RGB,640x402,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_protest_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003713.jpg
ai,ai_003714.jpg,RGB,402x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_psychedelic_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003714.jpg
ai,ai_003715.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_psychology_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003715.jpg
ai,ai_003716.jpg,RGB,640x426,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pterodactyl_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003716.jpg
ai,ai_003717.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pub_alien.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003717.jpg
ai,ai_003718.jpg,RGB,291x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puddle_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003718.jpg
ai,ai_003719.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puffin_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003719.jpg
ai,ai_003720.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pug_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003720.jpg
ai,ai_003721.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pug_do.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003721.jpg
ai,ai_003722.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pug_water.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003722.jpg
ai,ai_003723.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puma_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003723.jpg
ai,ai_003724.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pumpkin_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003724.jpg
ai,ai_003725.jpg,RGB,640x427,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pumpkins_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003725.jpg
ai,ai_003726.jpg,RGB,640x360,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_punk_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003726.jpg
ai,ai_003727.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_punk_boy.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003727.jpg
ai,ai_003728.jpg,RGB,427x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puppies_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003728.jpg
ai,ai_003729.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puppy_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003729.jpg
ai,ai_003730.jpg,RGBA,1280x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puppy_cute.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003730.jpg
ai,ai_003731.jpg,RGB,640x359,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puppy_do.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003731.jpg
ai,ai_003732.jpg,RGB,640x533,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puppy_pet.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003732.jpg
ai,ai_003733.jpg,RGB,1280x1280,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_purchase_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003733.jpg
ai,ai_003734.jpg,RGB,498x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_purple_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003734.jpg
ai,ai_003735.jpg,RGB,591x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_purple_rose_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003735.jpg
ai,ai_003736.jpg,RGB,291x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_puzzle_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003736.jpg
ai,ai_003737.jpg,RGB,640x366,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pyramid_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003737.jpg
ai,ai_003738.jpg,RGB,498x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_pyramids_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003738.jpg
ai,ai_003739.jpg,RGB,640x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_q_font.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003739.jpg
ai,ai_003740.jpg,RGB,427x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_queen_.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003740.jpg
ai,ai_003741.jpg,RGB,427x640,ok,,C:\Users\shash\Downloads\DATASET\DATASET\AI\ai_generated_queen_do.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003741.jpg
