split,label,label_id,filename,path
train,ai,0,ai_011775.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011775.jpg
train,ai,0,ai_005359.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005359.jpg
train,ai,0,ai_008277.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008277.jpg
train,real,1,real_003752.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003752.jpg
train,ai,0,ai_002048.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002048.jpg
train,ai,0,ai_001582.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001582.jpg
train,ai,0,ai_002761.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002761.jpg
train,ai,0,ai_002959.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002959.jpg
train,ai,0,ai_007943.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007943.jpg
train,ai,0,ai_011758.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011758.jpg
train,ai,0,ai_011720.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011720.jpg
train,ai,0,ai_009688.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009688.jpg
train,real,1,real_001210.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001210.jpg
train,real,1,real_004350.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004350.jpg
train,ai,0,ai_006721.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006721.jpg
train,real,1,real_008953.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008953.jpg
train,real,1,real_000940.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000940.jpg
train,ai,0,ai_007947.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007947.jpg
train,real,1,real_009185.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009185.jpg
train,ai,0,ai_008107.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008107.jpg
train,ai,0,ai_007329.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007329.jpg
train,real,1,real_005070.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005070.jpg
train,ai,0,ai_002295.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002295.jpg
train,ai,0,ai_006107.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006107.jpg
train,ai,0,ai_010421.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010421.jpg
train,real,1,real_000738.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000738.jpg
train,real,1,real_005649.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005649.jpg
train,real,1,real_002776.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002776.jpg
train,real,1,real_006463.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006463.jpg
train,real,1,real_007855.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007855.jpg
train,real,1,real_000835.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000835.jpg
train,real,1,real_003029.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003029.jpg
train,real,1,real_005730.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005730.jpg
train,ai,0,ai_002070.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002070.jpg
train,ai,0,ai_007324.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007324.jpg
train,real,1,real_006684.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006684.jpg
train,ai,0,ai_006446.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006446.jpg
train,real,1,real_001278.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001278.jpg
train,ai,0,ai_002367.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002367.jpg
train,ai,0,ai_001302.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001302.jpg
train,ai,0,ai_001151.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001151.jpg
train,ai,0,ai_004518.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004518.jpg
train,ai,0,ai_003321.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003321.jpg
train,ai,0,ai_011390.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011390.jpg
train,ai,0,ai_004508.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004508.jpg
train,real,1,real_008590.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008590.jpg
train,ai,0,ai_000900.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000900.jpg
train,ai,0,ai_006739.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006739.jpg
train,ai,0,ai_009773.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009773.jpg
train,ai,0,ai_010521.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010521.jpg
train,ai,0,ai_009487.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009487.jpg
train,real,1,real_001289.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001289.jpg
train,ai,0,ai_004088.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004088.jpg
train,real,1,real_005397.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005397.jpg
train,ai,0,ai_011332.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011332.jpg
train,ai,0,ai_005272.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005272.jpg
train,ai,0,ai_007953.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007953.jpg
train,real,1,real_006652.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006652.jpg
train,ai,0,ai_009037.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009037.jpg
train,ai,0,ai_008905.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008905.jpg
train,real,1,real_002920.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002920.jpg
train,real,1,real_008066.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008066.jpg
train,ai,0,ai_005277.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005277.jpg
train,real,1,real_008344.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008344.jpg
train,real,1,real_007581.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007581.jpg
train,real,1,real_003900.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003900.jpg
train,ai,0,ai_005682.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005682.jpg
train,ai,0,ai_005274.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005274.jpg
train,real,1,real_008423.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008423.jpg
train,ai,0,ai_006026.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006026.jpg
train,ai,0,ai_002640.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002640.jpg
train,ai,0,ai_001943.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001943.jpg
train,real,1,real_004739.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004739.jpg
train,ai,0,ai_002724.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002724.jpg
train,ai,0,ai_006232.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006232.jpg
train,real,1,real_008193.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008193.jpg
train,real,1,real_001549.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001549.jpg
train,ai,0,ai_007760.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007760.jpg
train,real,1,real_002647.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002647.jpg
train,real,1,real_003892.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003892.jpg
train,ai,0,ai_005541.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005541.jpg
train,ai,0,ai_006157.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006157.jpg
train,ai,0,ai_002316.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002316.jpg
train,ai,0,ai_009365.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009365.jpg
train,ai,0,ai_010748.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010748.jpg
train,real,1,real_004538.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004538.jpg
train,ai,0,ai_009569.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009569.jpg
train,ai,0,ai_000876.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000876.jpg
train,real,1,real_008010.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008010.jpg
train,real,1,real_004535.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004535.jpg
train,ai,0,ai_008214.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008214.jpg
train,ai,0,ai_000984.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000984.jpg
train,real,1,real_003454.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003454.jpg
train,ai,0,ai_000004.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000004.jpg
train,ai,0,ai_003558.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003558.jpg
train,ai,0,ai_004797.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004797.jpg
train,real,1,real_000050.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000050.jpg
train,real,1,real_002182.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002182.jpg
train,ai,0,ai_002520.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002520.jpg
train,real,1,real_007910.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007910.jpg
train,real,1,real_003616.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003616.jpg
train,ai,0,ai_003428.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003428.jpg
train,real,1,real_000248.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000248.jpg
train,ai,0,ai_003150.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003150.jpg
train,real,1,real_007715.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007715.jpg
train,ai,0,ai_001314.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001314.jpg
train,ai,0,ai_002593.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002593.jpg
train,real,1,real_002243.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002243.jpg
train,real,1,real_001281.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001281.jpg
train,real,1,real_008930.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008930.jpg
train,ai,0,ai_010239.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010239.jpg
train,real,1,real_002575.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002575.jpg
train,real,1,real_000805.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000805.jpg
train,real,1,real_004675.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004675.jpg
train,ai,0,ai_002338.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002338.jpg
train,ai,0,ai_004111.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004111.jpg
train,ai,0,ai_002277.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002277.jpg
train,real,1,real_007741.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007741.jpg
train,real,1,real_003860.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003860.jpg
train,real,1,real_001308.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001308.jpg
train,real,1,real_001402.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001402.jpg
train,ai,0,ai_001893.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001893.jpg
train,ai,0,ai_006429.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006429.jpg
train,ai,0,ai_002655.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002655.jpg
train,real,1,real_004112.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004112.jpg
train,ai,0,ai_009352.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009352.jpg
train,ai,0,ai_000639.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000639.jpg
train,ai,0,ai_006060.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006060.jpg
train,real,1,real_002924.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002924.jpg
train,real,1,real_005519.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005519.jpg
train,ai,0,ai_000947.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000947.jpg
train,real,1,real_001884.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001884.jpg
train,ai,0,ai_006764.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006764.jpg
train,real,1,real_003686.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003686.jpg
train,real,1,real_001325.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001325.jpg
train,real,1,real_002725.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002725.jpg
train,real,1,real_004446.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004446.jpg
train,ai,0,ai_009040.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009040.jpg
train,real,1,real_009232.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009232.jpg
train,ai,0,ai_010605.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010605.jpg
train,ai,0,ai_009164.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009164.jpg
train,real,1,real_007090.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007090.jpg
train,ai,0,ai_006634.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006634.jpg
train,ai,0,ai_000070.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000070.jpg
train,ai,0,ai_011265.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011265.jpg
train,ai,0,ai_005826.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005826.jpg
train,real,1,real_004475.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004475.jpg
train,real,1,real_008390.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008390.jpg
train,real,1,real_001555.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001555.jpg
train,ai,0,ai_000316.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000316.jpg
train,ai,0,ai_002754.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002754.jpg
train,real,1,real_005060.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005060.jpg
train,ai,0,ai_009833.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009833.jpg
train,ai,0,ai_008459.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008459.jpg
train,ai,0,ai_002902.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002902.jpg
train,real,1,real_007928.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007928.jpg
train,ai,0,ai_008247.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008247.jpg
train,real,1,real_009107.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009107.jpg
train,real,1,real_007151.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007151.jpg
train,real,1,real_008687.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008687.jpg
train,ai,0,ai_001419.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001419.jpg
train,ai,0,ai_002071.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002071.jpg
train,real,1,real_007041.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007041.jpg
train,real,1,real_002589.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002589.jpg
train,real,1,real_007263.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007263.jpg
train,ai,0,ai_007190.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007190.jpg
train,real,1,real_000691.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000691.jpg
train,real,1,real_003599.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003599.jpg
train,real,1,real_005834.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005834.jpg
train,real,1,real_004035.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004035.jpg
train,real,1,real_009209.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_009209.jpg
train,ai,0,ai_005903.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005903.jpg
train,ai,0,ai_004002.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004002.jpg
train,ai,0,ai_007009.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007009.jpg
train,ai,0,ai_004562.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_004562.jpg
train,real,1,real_000865.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000865.jpg
train,ai,0,ai_005506.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005506.jpg
train,ai,0,ai_000620.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000620.jpg
train,ai,0,ai_003042.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003042.jpg
train,real,1,real_005408.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_005408.jpg
train,ai,0,ai_003287.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003287.jpg
train,ai,0,ai_006171.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006171.jpg
train,real,1,real_002333.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_002333.jpg
train,ai,0,ai_005955.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005955.jpg
train,real,1,real_006775.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006775.jpg
train,real,1,real_000837.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000837.jpg
train,ai,0,ai_001257.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001257.jpg
train,ai,0,ai_010586.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010586.jpg
train,real,1,real_008586.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_008586.jpg
train,ai,0,ai_007309.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_007309.jpg
train,ai,0,ai_011746.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_011746.jpg
train,ai,0,ai_002228.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002228.jpg
train,real,1,real_000744.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000744.jpg
train,real,1,real_001418.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001418.jpg
train,ai,0,ai_008682.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008682.jpg
train,ai,0,ai_005552.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005552.jpg
train,real,1,real_007366.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007366.jpg
train,ai,0,ai_002748.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002748.jpg
train,real,1,real_000114.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000114.jpg
train,ai,0,ai_001110.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001110.jpg
train,ai,0,ai_008175.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008175.jpg
train,ai,0,ai_000838.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000838.jpg
train,real,1,real_007733.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007733.jpg
train,ai,0,ai_003388.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_003388.jpg
train,ai,0,ai_008917.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_008917.jpg
train,real,1,real_001506.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001506.jpg
train,ai,0,ai_005198.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005198.jpg
train,ai,0,ai_010774.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_010774.jpg
train,real,1,real_000588.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_000588.jpg
train,ai,0,ai_001202.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_001202.jpg
train,real,1,real_006734.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_006734.jpg
train,ai,0,ai_000292.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_000292.jpg
train,ai,0,ai_005504.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005504.jpg
train,ai,0,ai_005706.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_005706.jpg
train,ai,0,ai_009123.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_009123.jpg
train,ai,0,ai_006976.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_006976.jpg
train,real,1,real_004490.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_004490.jpg
train,real,1,real_003660.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_003660.jpg
train,ai,0,ai_002996.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\ai\ai_002996.jpg
train,real,1,real_007575.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_007575.jpg
train,real,1,real_001118.jpg,C:\Users\shash\Downloads\DATASET\DATASET\cleaned_data\standardised\real\real_001118.jpg
